article_id,sentiment_raw,sentiment_norm,risk_raw,risk_norm,sector_raw,sector_norm,predicted_sector,sector_ok,evidence_user_raw,evidence_predicted,evidence_ok,evidence_rule
rss-3f887dd363410eab,Negative,negative,liquidity risk?valuation risk,liquidity risk;valuation risk,Energy,Energy,Energy,1,"However, investors should understand how much today's balance sheet now depends on successful refinancing.Despite retreating, Sable Offshore's shares might still be trading above their fair value and there could be some more downside.","completed a US$300,000,000 offering of 6.5% convertible notes due 2031 and a US$100,000,002 follow-on common stock sale at US$3.08 per share, both aimed at refinancing its senior secured term loan with Exxon Mobil.",0,nomatch(0.02)
rss-efa8e2988c4f2c41,Negative,negative,Earnings Risk,earnings risk,Industrials,Industrials,Unmapped,0,The company said its annual EBIT margin before special items will more likely be at the lower end of a 4% to 5% range.,Vestas Wind Systems stock slumps as company says margins to be at low end of guidance,0,nomatch(0.45)
rss-439df5e05aeee7fd,positive,positive,,,Financials,Financials,Communication Services,0,,Schwab U.S.,,
rss-53a625b259400415,Negative,negative,regulatory risk,regulatory risk,Information Technology,Technology,Technology,1,BEIJING — China on Wednesday warned of “back-door” security risks affecting companies that use U.S.-based company Anthropic’s Claude Code artificial intelligence tool.,China said specific versions of Claude Code posed back-door vulnerabilities that could send sensitive information to a remote server.,0,nomatch(0.28)
rss-ae0ea91c47268dbf,neutral,neutral,,,Financials,Financials,Materials,0,,"Most tech stocks are having another great year, leading to worries that market-tracking index funds are overvalued and far too concentrated.",,
rss-f7498f809e7840df,positive,positive,,,Financials,Financials,Healthcare,0,,"Five hundred dollars a month is not enough to replace a paycheck, but it can cover a real bill: a used-car payment, a utility-heavy month, or a meaningful slice of grocery spending.",,
rss-c9edc104a2174227,neutral,neutral,,,Financials,Financials,Real Estate,0,,"KEY INFORMATION (a) Full name of discloser:Jupiter Fund Management Plc(b) Owner or controller of interests and short positions disclosed, if different from 1(a): The naming of nominee or vehicle companies is insufficient.",,
rss-663256424673815f,positive,positive,,,Information Technology?Industrials?Financials,Technology;Industrials;Financials,Consumer Discretionary,0,,Check out the companies making headlines yesterday: Check out the companies making headlines yesterday:,,
rss-99ccce822cd9805f,positive,positive,,,Utilities,Utilities,Utilities,1,,"The Duke Energy Foundation is awarding $773,000 to 22 nonprofit organizations and higher education institutions working to strengthen STEM education by expanding access to hands-on learning opportunities and helping prepare Florida students for careers in high-demand industries.",,
rss-2c7474a6bc95a9bb,Negative,negative,valuation risk,valuation risk,Industrials,Industrials,Industrials,1,"The broader valuation framework is cautious, with Caterpillar currently scoring just 1 out of 6 on the value checks, which leans expensive rather than a clear bargain.","Caterpillar stock has delivered a very large 389.9% return over the past five years, yet valuation checks now point in different directions, with the Discounted Cash Flow (DCF) intrinsic value estimate indicating a premium while earnings-based multiples still look supportive.",0,nomatch(0.01)
rss-c6cd4efac02c9c90,positive,positive,,,none,Unmapped,Consumer Discretionary,0,,"Amazon.com's AI push, global expansion and diversified businesses support growth, but rising AI spending, debt and competition pose challenges.",,
rss-0c02166274863a5b,positive,positive,,,Information Technology,Technology,Technology,1,,"The chipmaker's premium valuation melts away when you look at what analysts expect it to earn, but that discount depends entirely on the growth arriving.",,
rss-56c06a1aca3fff64,neutral,neutral,,,Health Care,Healthcare,Healthcare,1,,"A bipartisan group of United States lawmakers has opened national security investigations into whether five major pharmaceutical companies, including Merck and AbbVie, were involved in clinical trials conducted in China that may have supported the country’s military capabilities, according to a...",,
rss-436f705b7c9f3af2,Negative,negative,demand risk,demand risk,Consumer Staples,Consumer Staples,Consumer Staples,1,"Shares of Costco Wholesale Corp. (COST) fell 1.2% in after-hours trading on Wednesday, as investors digested the company’s slowing monthly comparable sales data.","Costco reported net sales of $29.24 billion for the five weeks ended July 5, 2026, a 10.6% increase from $26.44 billion a year earlier.",0,nomatch(0.17)
rss-b181054ea57ddc88,positive,positive,,,Financials,Financials,Unmapped,0,,"Ant has led a 500 million yuan ($73.59 million) funding round in humanoid robotics company Zeroth, the start-up announced Thursday.",,
rss-bee63ae47b116a08,Negative,negative,demand risk,demand risk,Information Technology,Technology,Communication Services,0,"According to the Wall Street Journal, Netflix executives raised declining engagement as a key issue during the company’s annual business review earlier this spring, despite continued profit growth and customer churn remaining among the lowest in the industry.","Netflix (NASDAQ:NFLX) is considering the introduction of live television channels and expanded streaming bundles as executives increasingly focus on signs of weakening subscriber engagement, according to a Wall Street Journal report published on Friday.",0,nomatch(0.10)
rss-2d111ded2f37ea32,positive,positive,,,Real Estate,Real Estate,Real Estate,1,,"Regency Centers has underperformed the S&P 500 over the past year, but analysts are moderately optimistic about the stock’s prospects.",,
rss-799f1bde27981843,positive,positive,,,Consumer Staples,Consumer Staples,Consumer Staples,1,,"Coca-Cola (KO) closed at $82.55 in the latest trading session, marking a -1.02% move from the prior day.",,
rss-eef9743f4030db52,positive,positive,,,Information Technology,Technology,Consumer Discretionary,0,,These AI stocks sell for low valuations relative to their growth rates.,,
rss-441030ecdba2239b,neutral,neutral,,,Financials,Financials,Industrials,0,,"According to the average brokerage recommendation (ABR), one should invest in Boeing (BA).",,
rss-8216aca62059a28a,positive,positive,,,Utilities,Utilities,Unmapped,0,,"Nuclear power provides reliable baseload power, which is increasingly important as demand for electricity skyrockets.",,
rss-7d3d9cd2a267bc12,positive,positive,,,Financials,Financials,Utilities,0,,Dividend yield is the trailing-12-month distribution yield.,,
rss-582b0aca44ddb24d,positive,positive,,,Consumer Staples,Consumer Staples,Consumer Staples,1,,Costco (COST) has received quite a bit of attention from Zacks.com users lately.,,
rss-bc9eaffe1f3b638f,positive,positive,,,Communication Services,Communication Services,Communication Services,1,,Meta's New AI Image Model Gives Investors Another Reason to Watch the Stock Meta's New AI Image Model Gives Investors Another Reason to Watch the Stock,,
