article_id,event_id,source,publisher,source_count,title,summary,content,body_text,content_level,rescored,url,published_at,collected_at,time_parse_error,language,tickers,companies,sector,topic,sentiment_score,p_positive,p_neutral,p_negative,sentiment_score_fulltext,p_positive_fulltext,p_neutral_fulltext,p_negative_fulltext,b_bull,b_bear,g_growth,s_shock,k_unc,entropy_norm,optimism,fear,uncertainty,attention,attention_weight,disagreement,disagreement_input,risk_intensity,risk_category,evidence_sentence,model_confidence,relevance_weight,time_weight,source_weight,agg_weight,is_duplicate,dedup_factor,processing_error
demo-09-09,demo-09-09,Demo Finance Daily,Demo Finance Daily,1,Southern Company interest rate uncertainty update 9 shapes Utilities sentiment,lower yield expectations supported dividend sectors. Investors linked the move to interest rate uncertainty.,Southern Company and NextEra Energy were mentioned in demo coverage of Utilities. lower yield expectations supported dividend sectors. Analysts said interest rate risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-09,2026-06-26T08:00:00+00:00,2026-07-07T00:00:00+00:00,,en,NEE;SO,NextEra Energy;Southern Company,Utilities,interest rate uncertainty,0.109,0.288,0.532,0.179,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.912457,20.2,12.6,78.7,0.0,0.0,0.0,0.109,60.0,interest rate risk,lower yield expectations supported dividend sectors.,0.532,1.000,0.028566,1.000,0.028566,False,1.0,
demo-09-10,demo-09-10,Demo Sector Brief,Demo Sector Brief,1,NextEra Energy defensive demand update 10 shapes Utilities sentiment,rate case uncertainty remained a regulatory overhang. Investors linked the move to defensive demand.,NextEra Energy and Duke Energy were mentioned in demo coverage of Utilities. rate case uncertainty remained a regulatory overhang. Analysts said regulatory risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-10,2026-06-24T05:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DUK;NEE,Duke Energy;NextEra Energy,Utilities,regulatory risk,-0.097,0.108,0.687,0.205,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.749294,7.6,14.3,80.0,0.0,0.0,0.0,-0.097,80.0,regulatory risk,rate case uncertainty remained a regulatory overhang.,0.687,1.000,0.014067,1.000,0.014067,False,1.0,
demo-09-11,demo-09-11,Demo Analyst Note,Demo Analyst Note,1,Duke Energy renewable investment update 11 shapes Utilities sentiment,renewable investment plans supported long-term growth. Investors linked the move to renewable investment.,Duke Energy and Southern Company were mentioned in demo coverage of Utilities. renewable investment plans supported long-term growth. Analysts said liquidity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-01,2026-06-22T02:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DUK;SO,Duke Energy;Southern Company,Utilities,renewable investment,0.392,0.415,0.562,0.023,,,,,0.000000,0.000000,1.000000,0.000000,0.500000,0.705416,39.1,1.6,58.6,0.0,0.0,0.0,0.392,50.0,liquidity risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.562,1.000,0.006928,1.000,0.002078,True,0.3,
demo-09-12,demo-09-12,Demo Macro Watch,Demo Macro Watch,1,NextEra Energy interest rate uncertainty update 1 reshapes Utilities sentiment,financing costs remained a watch point. Investors linked the move to dividend yield.,Southern Company and NextEra Energy were mentioned in demo coverage of Utilities. financing costs remained a watch point. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-09-12,2026-06-20T23:00:00+00:00,2026-07-07T00:00:00+00:00,,en,NEE;SO,NextEra Energy;Southern Company,Utilities,interest rate uncertainty,-0.283,0.076,0.564,0.360,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.807860,5.4,25.2,76.8,0.0,0.0,0.0,-0.283,60.0,interest rate risk,financing costs remained a watch point.,0.564,1.000,0.004761,1.000,0.003333,True,0.7,
demo-10-01,demo-10-01,Demo Macro Watch,Demo Macro Watch,1,Prologis housing market update 1 shapes Real Estate sentiment,warehouse demand remained healthier than retail traffic. Investors linked the move to housing market.,Prologis and Simon Property were mentioned in demo coverage of Real Estate. warehouse demand remained healthier than retail traffic. Analysts said liquidity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-01,2026-06-09T06:00:00+00:00,2026-07-07T00:00:00+00:00,,en,PLD;SPG,Prologis;Simon Property,Real Estate,housing market,-0.026,0.184,0.606,0.210,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.858281,12.9,14.7,65.0,0.0,0.0,0.0,-0.026,80.0,liquidity risk;demand risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.606,1.000,0.000096,1.000,0.000096,False,1.0,
demo-10-02,demo-10-02,Demo Market Wire,Demo Market Wire,1,Simon Property refinancing risk update 2 shapes Real Estate sentiment,refinancing costs pressured REIT valuations. Investors linked the move to refinancing risk.,Simon Property and Realty Income were mentioned in demo coverage of Real Estate. refinancing costs pressured REIT valuations. Analysts said interest rate risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-02,2026-06-07T03:00:00+00:00,2026-07-07T00:00:00+00:00,,en,O;SPG,Realty Income;Simon Property,Real Estate,interest rate uncertainty,-0.384,0.063,0.489,0.447,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.804957,4.4,31.3,73.7,0.0,0.0,0.0,-0.384,100.0,interest rate risk;liquidity risk,Analysts said interest rate risk should be monitored over the next few weeks.,0.489,1.000,0.000047,1.000,0.000047,False,1.0,
demo-10-03,demo-10-03,Demo Finance Daily,Demo Finance Daily,1,Realty Income tenant demand update 3 shapes Real Estate sentiment,leasing activity showed signs of stabilization. Investors linked the move to tenant demand.,Realty Income and Prologis were mentioned in demo coverage of Real Estate. leasing activity showed signs of stabilization. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-03,2026-07-06T00:00:00+00:00,2026-07-07T00:00:00+00:00,,en,O;PLD,Prologis;Realty Income,Real Estate,tenant demand,0.465,0.513,0.439,0.048,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.773270,35.9,3.4,55.8,0.0,0.0,0.0,0.465,30.0,demand risk,Analysts said demand risk should be monitored over the next few weeks.,0.513,1.000,0.716531,1.000,0.716531,False,1.0,
demo-10-04,demo-10-04,Demo Sector Brief,Demo Sector Brief,1,Prologis interest rate uncertainty update 4 shapes Real Estate sentiment,higher cap rates weighed on property values. Investors linked the move to interest rate uncertainty.,Prologis and Simon Property were mentioned in demo coverage of Real Estate. higher cap rates weighed on property values. Analysts said valuation risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-04,2026-07-03T21:00:00+00:00,2026-07-07T00:00:00+00:00,,en,PLD;SPG,Prologis;Simon Property,Real Estate,interest rate uncertainty,-0.325,0.083,0.509,0.408,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.834161,5.8,28.6,75.4,0.0,0.0,0.0,-0.325,76.0,interest rate risk;valuation risk,higher cap rates weighed on property values.,0.509,1.000,0.352866,1.000,0.352866,False,1.0,
demo-10-05,demo-10-05,Demo Analyst Note,Demo Analyst Note,1,Simon Property housing market update 5 shapes Real Estate sentiment,warehouse demand remained healthier than retail traffic. Investors linked the move to housing market.,Simon Property and Realty Income were mentioned in demo coverage of Real Estate. warehouse demand remained healthier than retail traffic. Analysts said liquidity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-05,2026-07-01T18:00:00+00:00,2026-07-07T00:00:00+00:00,,en,O;SPG,Realty Income;Simon Property,Real Estate,housing market,-0.060,0.174,0.592,0.234,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.868981,12.2,16.4,64.7,0.0,0.0,0.0,-0.060,80.0,liquidity risk;demand risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.592,1.000,0.173774,1.000,0.173774,False,1.0,
demo-10-06,demo-10-06,Demo Macro Watch,Demo Macro Watch,1,Realty Income refinancing risk update 6 shapes Real Estate sentiment,refinancing costs pressured REIT valuations. Investors linked the move to refinancing risk.,Realty Income and Prologis were mentioned in demo coverage of Real Estate. refinancing costs pressured REIT valuations. Analysts said interest rate risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-06,2026-06-29T15:00:00+00:00,2026-07-07T00:00:00+00:00,,en,O;PLD,Prologis;Realty Income,Real Estate,interest rate uncertainty,-0.383,0.064,0.489,0.447,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.805969,4.5,31.3,73.8,0.0,0.0,0.0,-0.383,100.0,interest rate risk;liquidity risk,Analysts said interest rate risk should be monitored over the next few weeks.,0.489,1.000,0.085577,1.000,0.085577,False,1.0,
demo-10-07,demo-10-07,Demo Market Wire,Demo Market Wire,1,Prologis tenant demand update 7 shapes Real Estate sentiment,leasing activity showed signs of stabilization. Investors linked the move to tenant demand.,Prologis and Simon Property were mentioned in demo coverage of Real Estate. leasing activity showed signs of stabilization. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-07,2026-06-27T12:00:00+00:00,2026-07-07T00:00:00+00:00,,en,PLD;SPG,Prologis;Simon Property,Real Estate,tenant demand,0.470,0.515,0.441,0.044,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.765867,36.0,3.1,55.6,0.0,0.0,0.0,0.470,30.0,demand risk,Analysts said demand risk should be monitored over the next few weeks.,0.515,1.000,0.042144,1.000,0.042144,False,1.0,
demo-10-08,demo-10-08,Demo Finance Daily,Demo Finance Daily,1,Simon Property interest rate uncertainty update 8 shapes Real Estate sentiment,higher cap rates weighed on property values. Investors linked the move to interest rate uncertainty.,Simon Property and Realty Income were mentioned in demo coverage of Real Estate. higher cap rates weighed on property values. Analysts said valuation risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-08,2026-06-25T09:00:00+00:00,2026-07-07T00:00:00+00:00,,en,O;SPG,Realty Income;Simon Property,Real Estate,interest rate uncertainty,-0.350,0.075,0.499,0.425,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.823798,5.3,29.8,74.7,0.0,0.0,0.0,-0.350,76.0,interest rate risk;valuation risk,higher cap rates weighed on property values.,0.499,1.000,0.020754,1.000,0.020754,False,1.0,
demo-10-09,demo-10-09,Demo Sector Brief,Demo Sector Brief,1,Realty Income housing market update 9 shapes Real Estate sentiment,warehouse demand remained healthier than retail traffic. Investors linked the move to housing market.,Realty Income and Prologis were mentioned in demo coverage of Real Estate. warehouse demand remained healthier than retail traffic. Analysts said liquidity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-09,2026-06-23T06:00:00+00:00,2026-07-07T00:00:00+00:00,,en,O;PLD,Prologis;Realty Income,Real Estate,housing market,-0.124,0.152,0.572,0.276,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.874507,10.6,19.3,64.1,0.0,0.0,0.0,-0.124,80.0,liquidity risk;demand risk,Analysts said liquidity risk should be monitored over the next few weeks.,0.572,1.000,0.010221,1.000,0.010221,False,1.0,
demo-10-10,demo-10-10,Demo Analyst Note,Demo Analyst Note,1,Prologis refinancing risk update 10 shapes Real Estate sentiment,refinancing costs pressured REIT valuations. Investors linked the move to refinancing risk.,Prologis and Simon Property were mentioned in demo coverage of Real Estate. refinancing costs pressured REIT valuations. Analysts said interest rate risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-10,2026-06-21T03:00:00+00:00,2026-07-07T00:00:00+00:00,,en,PLD;SPG,Prologis;Simon Property,Real Estate,interest rate uncertainty,-0.380,0.064,0.492,0.444,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.806000,4.5,31.1,73.8,0.0,0.0,0.0,-0.380,100.0,interest rate risk;liquidity risk,Analysts said interest rate risk should be monitored over the next few weeks.,0.492,1.000,0.005033,1.000,0.005033,False,1.0,
demo-10-11,demo-10-11,Demo Macro Watch,Demo Macro Watch,1,Simon Property tenant demand update 11 shapes Real Estate sentiment,leasing activity showed signs of stabilization. Investors linked the move to tenant demand.,Simon Property and Realty Income were mentioned in demo coverage of Real Estate. leasing activity showed signs of stabilization. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-01,2026-06-20T00:00:00+00:00,2026-07-07T00:00:00+00:00,,en,O;SPG,Realty Income;Simon Property,Real Estate,tenant demand,0.470,0.517,0.437,0.046,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.769286,36.2,3.2,55.6,0.0,0.0,0.0,0.470,30.0,demand risk,Analysts said demand risk should be monitored over the next few weeks.,0.517,1.000,0.003459,1.000,0.001038,True,0.3,
demo-10-12,demo-10-12,Demo Market Wire,Demo Market Wire,1,Prologis housing market update 1 reshapes Real Estate sentiment,higher cap rates weighed on property values. Investors linked the move to interest rate uncertainty.,Realty Income and Prologis were mentioned in demo coverage of Real Estate. higher cap rates weighed on property values. Analysts said valuation risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-10-12,2026-06-17T21:00:00+00:00,2026-07-07T00:00:00+00:00,,en,O;PLD,Prologis;Realty Income,Real Estate,housing market,-0.288,0.098,0.516,0.386,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.852377,6.9,27.0,76.2,0.0,0.0,0.0,-0.288,58.0,interest rate risk;valuation risk,Investors linked the move to interest rate uncertainty.,0.516,1.000,0.001704,1.000,0.001193,True,0.7,
demo-11-01,demo-11-01,Demo Market Wire,Demo Market Wire,1,BHP commodity shock update 1 shapes Materials sentiment,copper demand expectations improved with grid investment. Investors linked the move to commodity shock.,BHP and Freeport-McMoRan were mentioned in demo coverage of Materials. copper demand expectations improved with grid investment. Analysts said commodity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-01,2026-07-06T04:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BHP;FCX,BHP;Freeport-McMoRan,Materials,commodity shock,0.428,0.477,0.473,0.050,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.779053,33.4,3.5,57.3,0.0,0.0,0.0,0.428,60.0,commodity risk,copper demand expectations improved with grid investment.,0.477,1.000,0.757465,1.000,0.757465,False,1.0,
demo-11-02,demo-11-02,Demo Finance Daily,Demo Finance Daily,1,Freeport-McMoRan industrial demand update 2 shapes Materials sentiment,chemical margins faced pressure from weak demand. Investors linked the move to industrial demand.,Freeport-McMoRan and Dow were mentioned in demo coverage of Materials. chemical margins faced pressure from weak demand. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-02,2026-07-04T01:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DOW;FCX,Dow;Freeport-McMoRan,Materials,industrial demand,-0.384,0.066,0.484,0.450,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.810660,4.6,31.5,58.7,0.0,0.0,0.0,-0.384,60.0,demand risk,chemical margins faced pressure from weak demand.,0.484,1.000,0.373025,1.000,0.373025,False,1.0,
demo-11-03,demo-11-03,Demo Sector Brief,Demo Sector Brief,1,Dow copper prices update 3 shapes Materials sentiment,iron ore pricing supported mining cash flows. Investors linked the move to copper prices.,Dow and BHP were mentioned in demo coverage of Materials. iron ore pricing supported mining cash flows. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-03,2026-07-02T22:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BHP;DOW,BHP;Dow,Materials,commodity shock,0.404,0.444,0.516,0.040,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.756599,31.1,2.8,58.3,0.0,0.0,0.0,0.404,60.0,commodity risk,iron ore pricing supported mining cash flows.,0.516,1.000,0.256376,1.000,0.256376,False,1.0,
demo-11-04,demo-11-04,Demo Analyst Note,Demo Analyst Note,1,BHP earnings risk update 4 shapes Materials sentiment,commodity swings increased earnings uncertainty. Investors linked the move to earnings risk.,BHP and Freeport-McMoRan were mentioned in demo coverage of Materials. commodity swings increased earnings uncertainty. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-04,2026-06-30T19:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BHP;FCX,BHP;Freeport-McMoRan,Materials,earnings risk,-0.364,0.084,0.467,0.448,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.840736,5.9,31.4,73.9,0.0,0.0,0.0,-0.364,84.0,earnings risk;commodity risk,commodity swings increased earnings uncertainty.,0.467,1.000,0.126256,1.000,0.126256,False,1.0,
demo-11-05,demo-11-05,Demo Macro Watch,Demo Macro Watch,1,Freeport-McMoRan commodity shock update 5 shapes Materials sentiment,copper demand expectations improved with grid investment. Investors linked the move to commodity shock.,Freeport-McMoRan and Dow were mentioned in demo coverage of Materials. copper demand expectations improved with grid investment. Analysts said commodity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-05,2026-06-28T16:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DOW;FCX,Dow;Freeport-McMoRan,Materials,commodity shock,0.427,0.478,0.471,0.051,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.782153,33.4,3.6,57.3,0.0,0.0,0.0,0.427,60.0,commodity risk,copper demand expectations improved with grid investment.,0.478,1.000,0.062177,1.000,0.062177,False,1.0,
demo-11-06,demo-11-06,Demo Market Wire,Demo Market Wire,1,Dow industrial demand update 6 shapes Materials sentiment,chemical margins faced pressure from weak demand. Investors linked the move to industrial demand.,Dow and BHP were mentioned in demo coverage of Materials. chemical margins faced pressure from weak demand. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-06,2026-06-26T13:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BHP;DOW,BHP;Dow,Materials,industrial demand,-0.382,0.068,0.481,0.450,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.814208,4.8,31.5,58.7,0.0,0.0,0.0,-0.382,60.0,demand risk,chemical margins faced pressure from weak demand.,0.481,1.000,0.030620,1.000,0.030620,False,1.0,
demo-11-07,demo-11-07,Demo Finance Daily,Demo Finance Daily,1,BHP copper prices update 7 shapes Materials sentiment,iron ore pricing supported mining cash flows. Investors linked the move to copper prices.,BHP and Freeport-McMoRan were mentioned in demo coverage of Materials. iron ore pricing supported mining cash flows. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-07,2026-06-24T10:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BHP;FCX,BHP;Freeport-McMoRan,Materials,commodity shock,0.410,0.447,0.516,0.037,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.749123,31.3,2.6,58.1,0.0,0.0,0.0,0.410,60.0,commodity risk,iron ore pricing supported mining cash flows.,0.516,1.000,0.015079,1.000,0.015079,False,1.0,
demo-11-08,demo-11-08,Demo Sector Brief,Demo Sector Brief,1,Freeport-McMoRan earnings risk update 8 shapes Materials sentiment,commodity swings increased earnings uncertainty. Investors linked the move to earnings risk.,Freeport-McMoRan and Dow were mentioned in demo coverage of Materials. commodity swings increased earnings uncertainty. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-08,2026-06-22T07:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DOW;FCX,Dow;Freeport-McMoRan,Materials,earnings risk,-0.363,0.085,0.467,0.448,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.841765,5.9,31.4,73.9,0.0,0.0,0.0,-0.363,84.0,earnings risk;commodity risk,commodity swings increased earnings uncertainty.,0.467,1.000,0.007426,1.000,0.007426,False,1.0,
demo-11-09,demo-11-09,Demo Analyst Note,Demo Analyst Note,1,Dow commodity shock update 9 shapes Materials sentiment,copper demand expectations improved with grid investment. Investors linked the move to commodity shock.,Dow and BHP were mentioned in demo coverage of Materials. copper demand expectations improved with grid investment. Analysts said commodity risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-09,2026-06-20T04:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BHP;DOW,BHP;Dow,Materials,commodity shock,0.428,0.480,0.469,0.051,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.782767,33.6,3.6,57.2,0.0,0.0,0.0,0.428,60.0,commodity risk,copper demand expectations improved with grid investment.,0.480,1.000,0.003657,1.000,0.003657,False,1.0,
demo-11-10,demo-11-10,Demo Macro Watch,Demo Macro Watch,1,BHP industrial demand update 10 shapes Materials sentiment,chemical margins faced pressure from weak demand. Investors linked the move to industrial demand.,BHP and Freeport-McMoRan were mentioned in demo coverage of Materials. chemical margins faced pressure from weak demand. Analysts said demand risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-10,2026-06-18T01:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BHP;FCX,BHP;Freeport-McMoRan,Materials,industrial demand,-0.381,0.067,0.486,0.448,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.810953,4.7,31.4,58.7,0.0,0.0,0.0,-0.381,60.0,demand risk,chemical margins faced pressure from weak demand.,0.486,1.000,0.001801,1.000,0.001801,False,1.0,
demo-11-11,demo-11-11,Demo Market Wire,Demo Market Wire,1,Freeport-McMoRan copper prices update 11 shapes Materials sentiment,iron ore pricing supported mining cash flows. Investors linked the move to copper prices.,Freeport-McMoRan and Dow were mentioned in demo coverage of Materials. iron ore pricing supported mining cash flows. Analysts said macro risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-01,2026-06-16T22:00:00+00:00,2026-07-07T00:00:00+00:00,,en,DOW;FCX,Dow;Freeport-McMoRan,Materials,commodity shock,0.408,0.447,0.515,0.038,,,,,0.000000,0.000000,0.000000,0.000000,0.500000,0.752591,31.3,2.7,58.2,0.0,0.0,0.0,0.408,60.0,commodity risk,iron ore pricing supported mining cash flows.,0.515,1.000,0.001238,1.000,0.000371,True,0.3,
demo-11-12,demo-11-12,Demo Finance Daily,Demo Finance Daily,1,BHP commodity shock update 1 reshapes Materials sentiment,commodity swings increased earnings uncertainty. Investors linked the move to earnings risk.,Dow and BHP were mentioned in demo coverage of Materials. commodity swings increased earnings uncertainty. Analysts said earnings risk should be monitored over the next few weeks.,,summary,False,https://example.com/demo-11-12,2026-06-14T19:00:00+00:00,2026-07-07T00:00:00+00:00,,en,BHP;DOW,BHP;Dow,Materials,earnings risk,-0.331,0.097,0.475,0.428,,,,,0.000000,0.000000,0.000000,0.000000,1.000000,0.858621,6.8,30.0,74.7,0.0,0.0,0.0,-0.331,84.0,earnings risk;commodity risk,Investors linked the move to earnings risk.,0.475,1.000,0.000610,1.000,0.000427,True,0.7,
